sentence_original,sentence_simplified,sentence_manual
"Sr. Gefe politico, en beneficio de los pobres indigentes de ambos sexos, invita á los vecinos de dicho barrio para que se sirvan subscribirse con la limosna mensual ó semanal voluntaria, que les inspire su zelo y permitan sus facultades, para socorrer la miseria que padece dicha clase indigente, segun lo tiene dispuesto nuestro sabio y benéfico Gobiegno.","El señor jefe político, con el fin de ayudar a las personas pobres y necesitadas de ambos géneros, invita a los habitantes de ese barrio a que se suscriban voluntariamente con una limosna mensual o semanal, de acuerdo a su disposición y capacidad, para ayudar a aliviar la pobreza que sufre esta clase necesitada, tal como lo establece nuestro sabio y benevolente gobierno.","El señor jefe político, con el fin de ayudar a las personas pobres y necesitadas de ambos géneros, invita a los habitantes de ese barrio a que se suscriban voluntariamente con una limosna mensual o semanal voluntaria, de acuerdo a su disposición y capacidad, para ayudar a aliviar la pobreza que sufre esta clase necesitada, tal como lo establece nuestro sabio y benevolente gobierno."
"Lo comun es dividirla y cobsiderarla en las quatro partes ó Reynos de Fez, Marruecos, Sus, y Tafilete; pero por quanto el tercero está enclavado en el segundo, dependiendo dé él; y el quarto es pono conocido, nosotros dividimos la Region Marroqui en solo los dos Reynos de Marruecos, y de Fez, con sus provincias respectivas, de que daremos una exacta descripcion.","Lo común es dividirla y considerarla en cuatro partes o reinos: Fez, Marruecos, Sus y Tafilete. Sin embargo, como el tercero está dentro del segundo y depende de él, y el cuarto es poco conocido, nosotros dividimos la Región Marroquí solo en los dos reinos de Marruecos y Fez, con sus respectivas provincias, de las cuales daremos una descripción exacta.","Lo común es dividirla y considerarla en cuatro partes o reinos: Fez, Marruecos, Sus y Tafilete. Sin embargo, como el tercero está dentro del segundo y depende de él, y el cuarto es poco conocido, nosotros dividimos la Región Marroquí solo en los dos reinos de Marruecos y Fez, con sus respectivas provincias, de las cuales daremos una descripción exacta."
"En el de la Cruz, á las 8 de la noche, se ejecutará la comedia en 3 actos titulada el Perro del Hortelano; á continuacion bailará sa cachucha la señora Luisa Valdés, y se dará fin con el sainete titulado los Payos astutos.","En la Iglesia de la Cruz, a las 8 de la noche, se realizará la representación de una obra de teatro de tres actos llamada ""El Perro del Hortelano"". Después, la señora Luisa Valdés bailará la cachucha y finalmente se presentará un sainete llamado ""Los Payos Astutos"".","En la Iglesia de la Cruz, a las 8 de la noche, se realizará la representación de una obra de teatro de tres actos llamada ""El Perro del Hortelano"". Después, la señora Luisa Valdés bailará la danza ""la cachucha"" y finalmente se presentará un sainete llamado ""Los Payos Astutos""."
"A la tienda de loza inglesa, calle del Principe, frente á la de la Visitacion, acaba de llegar un buen surtido de dicho género y se venden los platos trincheros y soperos á 36 rs.","En la tienda de platos de Inglaterra, ubicada en la calle del Príncipe, justo enfrente de la tienda de la Visitación, acaba de llegar una gran variedad de estos productos y se están vendiendo los platos para trinchar y para sopa a un precio de 36 reales.","En la tienda de barro cocido de Inglaterra, ubicada en la calle del Príncipe, justo enfrente de la calle Visitación, acaba de llegar una gran variedad de estos productos y se están vendiendo los platos para trinchar y para sopa a un precio de 36 reales."
"9.º Al tiempo de recoger del Ayuntamiento ó del Gefe político el inventor, perfeccionador ó introductor el certificado que le haya expedido el secretario de la gobernacion, entregará otra cantidad igual á la que entregó al tiempo de pretender dicho certificado.","Cuando el inventor, perfeccionador o introductor recoja el certificado que le haya expedido el secretario de la gobernación del Ayuntamiento o del Jefe político, deberá entregar otra cantidad igual a la que entregó al momento de solicitar dicho certificado.","9 º Cuando el inventor, perfeccionador o introductor recoja el certificado que le haya expedido el secretario de la gobernación del Ayuntamiento o del Jefe político, deberá entregar otra cantidad igual a la que entregó al momento de solicitar dicho certificado."
"Ignorándose la habitacion en esta corte del Sr. D. Ventura Codina, capitan agregado al estado mayor de la plaza de la Coruña, y teniendo que evacuar una declaracion ante el ayudante de esta plaza D. Francisco Miranda, que vive calle de Cantarranas, núm. 16, cuarto principal, se le avisa por medio de este para que se presente á la mayor brevedad en casa de dicho Señor Por providencia del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, de este dia, se manda que D Joaquin del Valle, teniente retirado de caballeria con destino á Valdeconcha, partido de Pastrana, que reside en esta corte, y se ignora su habitacion, comparezca ante dicho Sr. Juez, que vive calle y casa del Sacramento, á evacuar cierta diligencia que se ordena en despacho librado por el de primera instancia del partido de Pastrana; apercibido que de lo contrario le pasará el perjuicio que haya lugar.","Se le informa al Sr. D. Ventura Codina, capitán del estado mayor de la plaza de la Coruña, que debe presentarse rápidamente en la casa de D. Francisco Miranda, ubicada en la calle de Cantarranas, núm. 16, cuarto principal, para realizar una declaración ante el ayudante de la plaza.

Por orden del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, se solicita la comparecencia del Sr. Joaquin del Valle, teniente retirado de caballería con destino a Valdeconcha, partido de Pastrana, quien reside en esta corte pero se desconoce su dirección. Debe presentarse ante el mencionado juez, que vive en la calle y casa del Sacramento, para llevar a cabo cierta diligencia que se ha ordenado en un despacho emitido por el juez de primera instancia del partido de Pastrana. Se le advierte que, en caso de no cumplir con esta solicitud, sufrirá las consecuencias correspondientes.","Se le informa al Sr. D. Ventura Codina, capitán del estado mayor de la plaza de la Coruña, que debe presentarse rápidamente en la casa de D. Francisco Miranda, ubicada en la calle de Cantarranas, núm. 16, cuarto principal, para realizar una declaración ante el ayudante de la plaza.

Por orden del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, se solicita la comparecencia del Sr. Joaquin del Valle, teniente retirado de caballería con destino a Valdeconcha, partido de Pastrana, quien reside en esta corte pero se desconoce su dirección. Debe presentarse ante el mencionado juez, que vive en la calle y casa del Sacramento, para llevar a cabo cierta diligencia que se ha ordenado en un despacho emitido por el juez de primera instancia del partido de Pastrana. Se le advierte que, en caso de no cumplir con esta solicitud, sufrirá las consecuencias correspondientes."
"Un matrimonio, que vive en la calle de la Sarten, esquina á la de las Veneras, núm. 5, cuarto principal, desea colocarse en una casa decente, el marido para comprar y cuidar un caballo, y la muger en clase de cocinera: tiene personas que abonen su conducta.","Un matrimonio que vive en la calle de la Sartén, esquina con la calle de las Veneras, número 5, cuarto principal, desea encontrar una casa adecuada. El esposo quiere comprar y cuidar un caballo, mientras que la esposa quiere trabajar como cocinera. Además, tienen referencias que respaldan su buen comportamiento.","Un matrimonio que vive en la calle de la Sartén, esquina con la calle de las Veneras, número 5, cuarto principal, desea encontrar trabajo en una casa decente. El esposo quiere trabajar comprando y cuidando un caballo, mientras que la esposa quiere trabajar como cocinera. Además, tienen referencias que respaldan su buen comportamiento."
": si alguna persona quisiere comprarla, dará razon de sus circunstancias D. Antonio Garcia, Presbítero, en la plateria frente al Convento de Monjas de la Magdalena calle de Atocha.","Si alguien quiere comprarla, deberá dar información sobre sí mismo al Sr. Antonio Garcia, que es sacerdote, en su tienda de platería ubicada frente al Convento de Monjas de la Magdalena en la calle de Atocha.","Si alguien quiere comprarla, deberá dar información sobre sí mismo al Sr. Antonio Garcia, que es sacerdote, en su tienda artesanal de plata,  ubicada frente al Convento de Monjas de la Magdalena en la calle de Atocha."
"Con la mayor brevedad la opera en un acto titulada el Engaño feliz, música del célebre Rossini, en la que se presentará por primera vez la señora Carolina Massey, que acaba de llegar de Lisboa, adonde ha estado duránte dos años de primera donna en el teatro de S. Carlos.","La ópera en un acto llamada el Engaño feliz, con música de Rossini, se presentará pronto. En esta ópera, la señora Carolina Massey hará su debut. Ella acaba de llegar de Lisboa, donde ha sido la primera soprano en el Teatro de S. Carlos durante dos años.","La ópera en un acto llamada ""el Engaño feliz"", con música de Rossini, se presentará pronto. En esta ópera, la señora Carolina Massey hará su debut. Ella acaba de llegar de Lisboa, donde ha sido la primera soprano en el Teatro de S. Carlos durante dos años."
"Deben abrirse ahora los oyos, para plantar arboles y vides en la siguiente primavera, hechandoles buen estiercol dentro, á efecto de que se pudra con las lluvias, y que haciendose mantillo fecundice, y sazone mejor el terreno.","Deben abrirse ahora los hoyos para plantar árboles y vides en la próxima primavera. Se les debe echar buen estiércol dentro de los hoyos para que se pudra con las lluvias. De esta manera, al convertirse en mantillo, fertilizará y mejorará el suelo.","Deben abrirse ahora los hoyos para plantar árboles y vides en la próxima primavera. Se les debe echar buen estiércol dentro de los hoyos para que se pudra con las lluvias. De esta manera, al convertirse en mantillo, fertilizará y mejorará el suelo."
